"latitude","longitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity_INLAND","ocean_proximity_ISLAND","ocean_proximity_NEAR BAY","ocean_proximity_NEAR OCEAN","median_house_value"
37.4,-122.01,24,1297,297,441,282,3.1439,0,0,0,0,47500
37.27,-121.84,16,2429,387,1293,363,5.5,0,0,0,0,253200
34.19,-118.58,35,2329,399,966,336,3.8839,0,0,0,0,224900
34.05,-118.18,38,3272,731,3299,726,2.8295,0,0,0,0,126500
37.75,-122.41,52,1892,415,1442,371,4.2891,0,0,1,0,230000
38.53,-121.47,44,543,146,506,125,1.3646,1,0,0,0,65400
34.1,-117.98,22,5661,1209,5389,1178,3.7727,1,0,0,0,159700
38.52,-121.43,30,3657,945,2925,899,1.3927,1,0,0,0,78300
37.37,-118.39,25,3295,824,1477,770,1.8325,1,0,0,0,105800
37.11,-122.02,36,2066,401,942,344,5.2417,0,0,0,1,196400
37.96,-121.29,50,1669,558,1340,484,1.3191,1,0,0,0,92300
37.21,-121.89,14,5636,697,2281,680,8.4262,0,0,0,0,459200
37.71,-122.13,44,1613,339,776,346,3.1103,0,0,1,0,188900
34.09,-118.08,33,2557,578,1715,530,2.9196,0,0,0,0,208800
36.55,-119.39,30,1669,314,837,325,3.3869,1,0,0,0,80400
33.84,-117.91,16,919,253,912,249,1.5903,0,0,0,0,165400
36.95,-120.06,24,646,134,454,149,2.125,1,0,0,0,61900
34.08,-117.94,32,2704,514,1669,497,4.4653,0,0,0,0,195400
34.08,-117.75,33,1067,194,600,201,4.0368,1,0,0,0,139100
33.43,-117.59,14,3223,484,1230,488,6.5964,0,0,0,1,358800
37.52,-121.96,26,4211,741,2352,734,5.2396,0,0,0,0,223900
33.99,-118.2,31,1186,387,2087,409,1.9132,0,0,0,0,154600
34.04,-118.32,39,1294,330,1140,313,2.2554,0,0,0,0,165000
35.78,-119.25,27,1513,342,1346,323,2.7411,1,0,0,0,59800
39.72,-121.84,52,1457,389,802,342,0.9566,1,0,0,0,69000
37.64,-121.92,46,1280,209,512,208,5.1406,1,0,0,0,315600
37.32,-121.81,26,2528,511,2677,512,4.1165,0,0,0,0,164900
32.81,-117.23,22,3205,429,1083,410,8.1844,0,0,0,1,406300
37.77,-122.27,23,5679,1270,2690,1151,4.7695,0,0,1,0,291700
38.29,-122.29,52,3217,742,1670,671,2.4398,0,0,1,0,163100
37.76,-122.19,38,1493,370,1144,351,0.7683,0,0,1,0,81800
32.75,-117.07,37,2690,549,1219,524,2.3148,0,0,0,1,154200
34.02,-117.05,21,3098,646,1351,614,2.598,1,0,0,0,106700
34.4,-118.93,17,3275,599,2422,637,3.7092,0,0,0,0,190500
32.62,-117.06,36,786,125,408,138,3.9167,0,0,0,1,189700
34.17,-118.75,18,6217,858,2703,834,6.8075,0,0,0,1,325900
33.96,-118.11,29,2784,582,1278,550,4.3882,0,0,0,0,261600
33.74,-118.04,26,2532,421,1274,441,5.3559,0,0,0,0,235800
33.86,-118.22,16,8732,1489,3944,1493,5.1948,0,0,0,0,203500
34.28,-118.43,27,862,280,1243,267,2.3724,0,0,0,0,154200
34.83,-114.6,46,1497,309,787,271,2.1908,1,0,0,0,48100
38.63,-121.5,6,693,143,276,151,3.1944,1,0,0,0,117000
35.5,-120.68,19,3369,673,1834,646,3.7672,0,0,0,0,173800
33.82,-117.87,26,2435,346,1088,350,5.9397,0,0,0,0,249400
37.68,-121.77,44,495,112,277,109,2.6667,1,0,0,0,179200
35.79,-119.1,19,1809,477,2051,416,1.8144,1,0,0,0,49800
38.14,-121.3,17,3507,696,1867,709,3.2123,1,0,0,0,120700
38.62,-121.39,27,5693,1487,2334,1387,2.2844,1,0,0,0,170500
33.54,-117.69,20,1767,280,801,284,6.5394,0,0,0,0,272000
33.88,-117.81,19,2265,283,904,279,9.2327,0,0,0,0,461300
34.16,-118.09,45,2199,358,942,353,5.0393,1,0,0,0,321100
33.93,-117.9,12,4325,1191,1897,1080,3.3173,0,0,0,0,247400
38.01,-121.33,27,1612,234,630,255,5.318,1,0,0,0,155100
34.02,-118.31,46,2217,489,1227,448,1.6851,0,0,0,0,108800
32.79,-117.03,31,2366,383,1077,387,4.2992,0,0,0,0,174400
38.57,-121.76,11,15018,3008,7984,2962,3.1371,1,0,0,0,201800
38.03,-121.35,16,3158,515,1596,528,4.1739,1,0,0,0,131300
34.04,-118.37,43,1465,278,727,290,4.0781,0,0,0,0,289400
33.96,-118.07,30,928,230,913,214,2.6991,0,0,0,0,147100
38.13,-121.27,40,2402,509,1197,486,2.1771,1,0,0,0,98200
32.7,-117.06,12,3943,737,3280,751,4.112,0,0,0,1,141400
34.17,-119.17,32,1567,304,1482,308,3.5867,0,0,0,1,182100
33.83,-117.91,9,1160,368,735,325,1.119,0,0,0,0,175000
37.64,-122.46,26,2806,375,1617,396,5.3922,0,0,0,1,353700
33.99,-118.42,35,1701,482,1428,494,3.725,0,0,0,0,284600
34.18,-118.14,47,3457,622,1700,579,3.5164,0,0,0,0,226500
34.63,-120.45,25,2445,368,983,363,4.9286,0,0,0,1,180100
33.84,-118.29,11,2274,617,1897,622,3.5094,0,0,0,0,162900
33.88,-117.87,25,1808,440,1342,454,3.025,0,0,0,0,156900
32.93,-117.15,16,2718,438,1515,431,5.1433,0,0,0,0,185300
33.86,-118.32,34,495,90,269,93,6.4391,0,0,0,0,252300
37.75,-122.43,52,1970,495,871,474,4.0625,0,0,1,0,355600
38.63,-121.36,28,6119,985,2631,934,4.875,1,0,0,0,146400
36.83,-119.71,15,2727,500,1228,436,3.5078,1,0,0,0,109000
39.12,-120.96,24,2069,436,909,374,2.5326,1,0,0,0,139100
32.89,-117.16,5,8576,1952,5006,1827,4.3598,0,0,0,0,189100
34.08,-118.37,52,2946,695,1258,650,3.9783,0,0,0,0,374100
37.79,-122.42,48,4506,1342,1980,1239,4.0156,0,0,1,0,500001
33.87,-118.35,37,1420,286,886,290,4.5833,0,0,0,0,261300
34.09,-117.71,36,2637,476,1385,483,4.1739,1,0,0,0,158700
36.96,-121.88,18,6355,1100,2304,972,6.0281,0,0,0,1,321100
34.03,-117.05,28,3009,698,1200,626,1.3993,1,0,0,0,104600
33.93,-118.4,35,2217,447,1000,450,4.7319,0,0,0,0,376100
34.07,-118.34,52,2066,319,981,297,5.8632,0,0,0,0,450000
34.3,-119.23,18,1713,244,690,239,6.9483,0,0,0,1,404300
34.01,-118.44,43,1408,246,651,240,4.5795,0,0,0,0,400000
34.28,-117.21,16,3326,569,527,192,5.7421,1,0,0,0,167600
38.38,-123.08,28,3297,676,923,373,3.9167,0,0,0,1,232600
33.96,-117.39,52,1992,345,948,358,3.2917,1,0,0,0,129300
34.08,-118.28,40,1630,543,1568,510,2.7366,0,0,0,0,169100
34.04,-118.41,52,1907,261,681,249,10.9805,0,0,0,0,500001
38.1,-122.21,36,3018,557,1445,556,3.8029,0,0,1,0,129900
39.55,-122.18,28,1471,259,673,246,3.25,1,0,0,0,81600
33.81,-118.36,25,9042,2022,4458,1944,4.5592,0,0,0,0,378800
32.92,-117.15,16,2366,392,1482,407,4.9024,0,0,0,0,182900
34.09,-117.88,29,3416,790,2223,728,3.5109,0,0,0,0,186000
38.3,-122.31,45,3023,659,1789,657,3.6039,0,0,1,0,126000
37.52,-121.97,26,3761,623,1776,613,4.5317,0,0,0,0,232600
33.64,-116.11,20,1273,354,1548,355,2.0871,1,0,0,0,84700
37.39,-120.71,11,1479,341,1476,327,3.2721,1,0,0,0,73800
33.96,-118.03,37,1180,256,614,242,3.117,0,0,0,0,164600
34.21,-118.61,33,2609,431,1208,406,5.4527,0,0,0,0,227100
37.54,-121.93,25,1354,192,596,220,6.629,0,0,0,0,352400
34.09,-117.98,31,3073,617,2640,594,3.5,1,0,0,0,161300
37.35,-120.62,18,874,203,572,190,1.6833,1,0,0,0,71000
34.05,-118.04,32,1252,273,1337,263,2.6579,0,0,0,0,156800
37.32,-121.95,39,1164,199,619,231,4.6304,0,0,0,0,263200
37.61,-122.08,6,2605,474,1568,433,5.0406,0,0,1,0,261400
37.98,-121.82,13,3995,605,1969,607,5.0164,1,0,0,0,165200
33.81,-117.02,10,6317,1335,2625,1094,2.3,1,0,0,0,108900
35.36,-118.99,18,1524,354,1210,344,1.1136,1,0,0,0,47800
36.22,-119.32,5,2319,438,1283,423,3.6343,1,0,0,0,95400
40.52,-122.37,18,4547,774,2269,766,3.7896,1,0,0,0,98100
33.97,-117.37,40,1166,250,976,244,1.95,1,0,0,0,84800
34.09,-118.02,24,2080,514,1976,478,2.6917,1,0,0,0,170000
34.12,-118.31,39,3895,561,1271,536,8.0073,0,0,0,0,500001
35.65,-120.69,14,3487,889,2352,796,1.6303,0,0,0,0,144900
37.77,-122.26,52,1704,371,663,340,4.226,0,0,1,0,275000
33.86,-118.19,42,1999,431,1060,399,3.7031,0,0,0,0,167100
37.27,-121.92,33,3280,569,1583,559,4.5625,0,0,0,0,253500
34.01,-118.13,43,782,207,827,223,3.1538,0,0,0,0,154300
35.27,-120.66,46,2217,544,1107,527,2.8009,0,0,0,1,192600
37.94,-122.36,27,844,249,583,265,0.9687,0,0,1,0,105800
34.13,-118.26,37,196,74,194,68,1.2188,0,0,0,0,218800
39.15,-123.17,30,1904,331,816,325,4.425,0,0,0,0,161900
38.02,-121.87,52,2264,439,1403,476,2.7083,1,0,0,0,99400
33.36,-117.1,19,3518,658,2091,610,3.2614,0,0,0,0,168800
33.92,-118.07,36,1560,320,1348,314,3.622,0,0,0,0,174000
37.41,-121.96,17,3208,617,2286,602,5.2937,0,0,0,0,238000
33.87,-118.32,28,3763,762,1967,724,5.3244,0,0,0,0,271900
38,-121.22,35,1841,300,783,285,2.8167,1,0,0,0,162100
37.65,-121.04,8,1959,379,995,365,3.3567,1,0,0,0,129100
34.29,-118.47,18,4256,987,3401,955,4.2935,0,0,0,0,190000
33.99,-118.06,38,862,178,484,176,4.375,0,0,0,0,186200
33.88,-118.28,19,2758,675,2047,591,2.6618,0,0,0,0,179700
37.36,-120.6,27,2521,484,1307,456,3.0911,1,0,0,0,86900
36.76,-121.34,15,2638,429,1289,357,4.1528,1,0,0,0,336800
34.42,-119.71,49,1560,436,1041,411,2.925,0,0,0,0,246900
34,-118.41,38,324,70,268,73,2.55,0,0,0,0,271400
36.68,-119.41,18,1802,332,945,292,3.4044,1,0,0,0,115300
33.77,-117.82,32,2308,301,967,320,7.0565,0,0,0,0,324600
37.33,-121.94,37,1822,329,845,348,4.75,0,0,0,0,251100
37.94,-122.31,38,1794,349,810,335,3.8343,0,0,1,0,191400
37.96,-121.31,52,1829,301,694,319,3.3466,1,0,0,0,92600
34,-117.84,26,797,117,383,114,6.8758,0,0,0,0,253800
33.88,-118.35,36,1583,411,1097,350,4.0737,0,0,0,0,238200
36.3,-119.7,10,956,201,693,220,2.2895,1,0,0,0,62000
34.16,-118.01,47,1745,270,753,275,5.532,1,0,0,0,318500
38.62,-122.86,35,2597,522,1231,499,2.7432,0,0,0,0,174000
38.92,-121.05,34,2144,372,899,378,3.3021,1,0,0,0,158800
34.1,-118.32,28,1759,716,1463,620,1.7306,0,0,0,0,450000
37.96,-121.35,21,1343,183,462,193,5.8995,1,0,0,0,189900
37.23,-121.87,19,7357,963,3018,981,6.9473,0,0,0,0,361400
35.1,-120.66,19,1583,392,704,269,2.1042,0,0,0,0,268300
33.99,-118.34,48,1172,205,497,190,3.825,0,0,0,0,183000
33.87,-117.78,16,5609,952,2624,934,5.3307,0,0,0,0,169600
34.07,-117.65,35,2501,651,1182,591,1.4464,1,0,0,0,113200
34.21,-118.5,36,1254,229,629,245,4.9643,0,0,0,0,236100
33.96,-118.39,45,1361,252,581,263,5.8143,0,0,0,0,340700
34.29,-118.72,22,3266,529,1595,494,6.0368,0,0,0,0,248000
34.27,-118.53,33,1927,305,896,293,5.634,0,0,0,0,320500
40.49,-122.31,18,4026,718,1731,705,3.35,1,0,0,0,118400
37.46,-122.21,40,1777,207,577,207,15.0001,0,0,0,1,500001
34,-118.29,6,1487,468,1509,403,1.4639,0,0,0,0,112500
33.03,-117.07,15,1095,158,361,176,6.8099,0,0,0,0,328200
37.77,-120.85,10,423,110,295,94,1.3583,1,0,0,0,85200
34.04,-117.24,17,3362,507,1520,496,6.1986,1,0,0,0,214500
33.83,-118.18,45,1535,274,591,276,4.2411,0,0,0,1,371700
34.41,-119.7,52,1526,458,1633,449,2.2069,0,0,0,1,226500
33.73,-118.02,24,6393,1141,2743,1057,5.1384,0,0,0,0,336900
35.35,-119.03,34,1441,294,695,275,2.6875,1,0,0,0,73700
33.97,-118.18,26,6895,1877,8551,1808,2.3175,0,0,0,0,154500
37.31,-121.83,19,11181,1895,7817,1853,5.6058,0,0,0,0,232700
40.5,-124.1,42,2380,553,1300,504,1.7574,0,0,0,0,57500
37.75,-122.49,43,2044,393,979,378,3.9205,0,0,0,1,319100
34.26,-118.6,18,6154,1070,3010,1034,5.6392,0,0,0,0,271500
33.83,-117.92,52,1514,301,855,293,3.6042,0,0,0,0,166400
32.71,-117.14,52,979,314,975,297,1.2375,0,0,0,1,100000
34.12,-117.66,22,2272,278,933,305,8.8204,1,0,0,0,390500
34.16,-117.29,38,2458,488,1135,453,2.875,1,0,0,0,99100
39.44,-123.79,49,2290,482,1201,479,3.5,0,0,0,0,113300
33.68,-117.96,25,2004,349,1085,343,4.7656,0,0,0,0,230700
33.77,-118.18,45,1434,627,735,518,1.5,0,0,0,1,162500
34.06,-118.27,25,1714,1176,3723,1036,1.3241,0,0,0,0,112500
39.14,-121.63,39,1874,411,822,377,2.5038,1,0,0,0,68300
33.9,-118.12,38,1222,282,756,256,4.125,0,0,0,0,173900
34.45,-119.29,26,2849,535,1383,532,2.6893,0,0,0,0,230800
34.26,-119.27,23,3578,753,1455,649,4.1898,0,0,0,1,359100
37.29,-121.75,15,1486,310,455,296,4.3365,0,0,0,0,221000
32.8,-117.08,25,2963,552,1162,556,3.625,0,0,0,1,184500
37.31,-121.81,15,1898,395,1527,381,4.4792,0,0,0,0,212500
37.71,-122.13,44,1421,298,609,270,3.5781,0,0,1,0,180000
33.9,-117.88,15,1705,478,759,479,3.5333,0,0,0,0,114400
34,-118.16,37,1341,336,1233,306,3.6583,0,0,0,0,150500
33.78,-118.18,26,3042,1253,4812,1141,1.7701,0,0,0,1,146200
33.98,-118.24,37,1196,364,1622,327,2.125,0,0,0,0,108900
33.81,-117.78,23,1986,278,826,260,7.7752,0,0,0,0,380000
34.07,-118.37,39,2309,526,870,546,3.1677,0,0,0,0,453400
37.77,-122.43,52,1567,482,654,425,2.6914,0,0,1,0,366700
37.36,-121.97,24,4841,894,2656,920,6.0573,0,0,0,0,254500
37.69,-122.47,27,2447,720,2104,657,3.449,0,0,0,1,239100
37.37,-121.83,43,821,149,370,135,4.25,0,0,0,0,209100
34,-117.35,38,1214,254,723,236,2.5469,1,0,0,0,87800
34.01,-118.46,39,711,148,347,153,4.2813,0,0,0,0,297200
37.8,-122.41,52,2892,751,1785,733,3.5746,0,0,1,0,350000
33.94,-117.34,20,4589,594,1660,595,7.4141,1,0,0,0,236500
34.09,-118.35,35,2234,689,1334,662,2.5444,0,0,0,0,236100
33.75,-117.96,25,1323,208,852,229,4.6167,0,0,0,0,237300
33.82,-114.98,15,644,129,137,52,3.2097,1,0,0,0,71300
33.95,-117.21,5,8403,1240,3962,1150,5.2174,1,0,0,0,155500
37.72,-122.39,28,1609,340,1064,290,1.1125,0,0,1,0,206300
33.74,-116.41,25,2475,476,910,387,3.3639,1,0,0,0,168800
37.27,-121.96,22,6114,1211,2983,1163,5.2533,0,0,0,0,269100
34.03,-118.19,50,1183,246,851,231,3.2639,0,0,0,0,142600
33.88,-118.39,33,2543,439,1098,416,5.9683,0,0,0,0,495500
37.78,-122.19,52,2198,397,984,369,3.22,0,0,1,0,156500
34.02,-118.2,49,1098,317,1411,301,2.75,0,0,0,0,146000
34.15,-118.34,40,3068,756,1190,695,3.5637,0,0,0,0,497400
33.97,-117.31,28,3420,691,1502,656,3.4896,1,0,0,0,140300
34.09,-117.39,10,5736,945,3528,932,4.3958,1,0,0,0,130700
34.08,-117.93,36,1371,246,806,241,4.5078,0,0,0,0,187100
34.14,-118.83,16,1956,312,671,319,6.4001,0,0,0,1,321800
34.11,-117.62,31,2561,414,1204,435,4.4637,1,0,0,0,192800
33.79,-117.93,36,2363,403,1240,391,4.0909,0,0,0,0,190800
33.71,-117.93,10,2775,717,1581,633,4.1366,0,0,0,0,158800
34.22,-118.52,35,1620,272,1052,248,5.5209,0,0,0,0,203300
38,-121.34,32,3877,687,1642,647,4.0444,1,0,0,0,129200
33.62,-117.7,19,2957,492,1639,495,5.0686,0,0,0,0,225600
35.13,-119.47,44,4599,877,2140,831,2.9952,1,0,0,0,63800
34.18,-118.94,24,3689,585,1898,581,5.9224,0,0,0,0,239400
36.72,-119.67,31,843,140,453,149,2.6875,1,0,0,0,153800
39.17,-123.54,18,2251,510,1032,369,2.2946,0,0,0,0,101000
37.55,-122.32,44,2151,411,849,370,4.4583,0,0,0,1,397100
32.96,-115.59,17,841,146,473,154,3.1979,1,0,0,0,113500
33.68,-117.81,8,1964,413,913,406,5.1583,0,0,0,0,192200
37.76,-122.44,50,2589,569,945,544,5.2519,0,0,1,0,376600
37.25,-121.85,20,3773,624,1965,607,5.4939,0,0,0,0,241200
33.93,-118.32,34,1536,273,804,287,4.9615,0,0,0,0,157800
40.8,-124.16,52,2416,618,1150,571,1.7308,0,0,0,1,80500
37.94,-122.36,45,907,188,479,161,3.0862,0,0,1,0,79000
33.94,-118.24,34,796,180,673,144,2.0769,0,0,0,0,88300
34.09,-118.25,43,1903,635,1919,613,2.6336,0,0,0,0,174300
38.69,-121.25,17,3050,481,1490,489,4.5562,1,0,0,0,134500
37.08,-120.79,9,97,20,91,22,2.9063,1,0,0,0,55000
34.02,-118.4,19,7297,2331,3870,2144,3.116,0,0,0,0,300000
34.22,-118.54,34,2193,513,1299,497,3.6187,0,0,0,0,211600
38.04,-121.3,8,2668,447,1713,444,4.0156,1,0,0,0,117600
37.7,-122.09,31,2053,336,867,329,4.3375,0,0,1,0,241800
33.64,-117.81,16,2404,349,868,329,11.0138,0,0,0,0,442100
32.79,-115.69,18,1564,340,1161,343,2.1792,1,0,0,0,55200
33.58,-117.65,2,2411,354,703,217,7.8061,0,0,0,0,331400
33.8,-118.11,35,1034,180,444,177,5.4602,0,0,0,0,231600
34.04,-118.51,40,1382,167,483,178,11.7045,0,0,0,0,500001
39.45,-123.64,21,3359,677,1908,642,3.0433,0,0,0,0,140700
38.45,-121.81,24,1951,341,1140,338,3.7061,1,0,0,0,128500
35.13,-120.62,26,3971,803,1792,723,2.7128,0,0,0,0,209900
33.9,-118.09,33,3326,720,2533,689,3.1441,0,0,0,0,176300
34.07,-118.27,38,1270,556,1692,450,1.87,0,0,0,0,170800
38.33,-122.7,26,1887,381,1060,364,3.0078,0,0,0,0,160400
36.42,-119.09,15,1517,361,1275,343,1.5875,1,0,0,0,55800
37.81,-122.12,26,4048,513,1486,498,7.6717,0,0,1,0,416500
34.09,-118.29,29,2240,792,2254,739,2.3317,0,0,0,0,172500
38.56,-121.53,39,2438,483,1103,472,2.9375,1,0,0,0,86600
32.75,-116.98,18,1519,369,802,347,2.9886,0,0,0,0,170800
34.06,-118.05,45,531,164,722,166,2.1406,0,0,0,0,162500
41.04,-121.45,33,2029,378,936,343,2.67,1,0,0,0,77500
34.91,-117.03,27,2718,583,1472,509,2.825,1,0,0,0,76600
33.85,-118.08,22,1055,204,682,216,6,0,0,0,0,191300
38.39,-122.84,16,1688,292,793,280,4.4357,0,0,0,0,216900
37.29,-121.92,34,943,135,378,139,5.1765,0,0,0,0,344600
37.89,-122.1,21,3282,653,1398,601,5.2079,0,0,1,0,310300
37.96,-122.35,29,1899,524,1357,443,1.875,0,0,1,0,97200
33.7,-117.96,23,2622,445,1103,407,4.725,0,0,0,0,289600
34.25,-118.59,15,9716,2387,4992,2225,3.6231,0,0,0,0,193300
34.07,-118.38,21,3653,956,1510,890,3.5573,0,0,0,0,500001
34.17,-118.23,37,4524,1005,2099,937,3.5781,0,0,0,0,366700
32.74,-116.76,14,4085,751,2129,688,4.7367,0,0,0,0,214500
37.54,-122.05,25,4209,731,2568,703,5.2882,0,0,1,0,223100
34.22,-118.43,36,1372,295,774,306,3.6618,0,0,0,0,187300
33.85,-117.88,22,1105,241,971,249,3.1667,0,0,0,0,113900
37.7,-122.15,36,1464,244,672,261,3.5547,0,0,1,0,194700
37.74,-122.19,36,847,212,567,159,1.1765,0,0,1,0,87100
34.27,-118.5,35,2235,390,1148,416,4.869,0,0,0,0,221600
34.11,-117.91,20,3158,684,2396,713,3.525,0,0,0,0,153000
33.97,-118.3,44,1521,289,1074,285,2.0673,0,0,0,0,99800
38.82,-122.5,12,2394,443,877,341,2.5625,1,0,0,0,109200
34.25,-118.38,38,983,185,513,170,4.8816,0,0,0,0,231500
39.48,-121.09,25,1665,374,845,330,1.5603,1,0,0,0,78100
33.98,-118.21,39,1315,306,1257,298,3.2788,0,0,0,0,169000
39.29,-121.68,29,1860,400,1137,365,1.5281,1,0,0,0,61600
34.01,-118.31,39,2073,566,1246,547,2.0417,0,0,0,0,117100
34.17,-117.35,28,1905,372,1480,341,2.9844,1,0,0,0,79200
34.12,-117.9,33,1555,361,1571,386,4.0529,0,0,0,0,138200
37.43,-122.17,24,3924,1142,7174,950,4.0972,0,0,0,1,387500
33.78,-117.97,35,3148,597,2110,587,3.9479,0,0,0,0,203800
32.96,-117.03,16,3424,698,1940,645,4.121,0,0,0,0,182100
36.66,-120.1,19,2020,416,1341,360,1.7,1,0,0,0,69000
38.51,-122.47,25,928,195,413,184,3.4904,1,0,0,0,196900
34.12,-116.05,19,301,65,150,56,3.125,1,0,0,0,65600
34.06,-118.32,36,3239,722,1383,612,4.5918,0,0,0,0,337000
34.03,-118.37,39,213,44,138,52,2.125,0,0,0,0,196400
33.58,-117.69,5,6678,1011,2877,982,7.5177,0,0,0,0,330000
33.86,-118.34,35,1936,343,1008,346,5.4791,0,0,0,0,285900
33.73,-117.86,26,1702,456,2776,463,2.6385,0,0,0,0,180200
37.75,-122.16,24,1790,454,1137,386,2.537,0,0,1,0,107900
38.65,-121.84,29,3167,548,1554,534,4.3487,1,0,0,0,200700
34.06,-118.14,39,2390,444,1246,422,3.7857,0,0,0,0,245700
39.38,-121.74,27,2596,435,1100,409,2.3243,1,0,0,0,85500
33.93,-118.27,41,570,135,466,121,2.6458,0,0,0,0,91300
34.12,-117.24,29,2654,667,1822,593,2.1563,1,0,0,0,72300
32.73,-117.22,38,3966,768,1640,729,3.8409,0,0,0,1,291400
34.21,-118.44,37,1665,335,1011,343,4.8703,0,0,0,0,185100
38.15,-121.29,23,4183,633,1886,628,4.8787,1,0,0,0,175300
37.93,-122.3,34,2254,357,715,306,4.5,0,0,1,0,304000
37.71,-122.43,35,2878,564,1633,528,4.5,0,0,1,0,266900
37.38,-119.72,16,2131,424,989,369,2.6071,1,0,0,0,103700
36.7,-119.55,31,1671,372,1371,347,2.3687,1,0,0,0,63900
34.02,-117.8,23,3351,591,1535,522,5.0869,0,0,0,0,230600
34.21,-118.47,34,2512,603,1805,584,2.9735,0,0,0,0,220000
32.68,-117.1,45,1183,289,900,266,2.4943,0,0,0,1,99600
33.95,-118.3,41,2057,550,1805,506,1.2455,0,0,0,0,100800
34.07,-117.74,42,2504,553,1550,509,3.0294,1,0,0,0,135700
40.87,-124.08,29,1710,469,990,425,1.1479,0,0,0,1,101100
33.09,-117.1,5,12045,2162,5640,1997,4.4375,0,0,0,0,353000
37.67,-121.89,20,2948,471,1181,474,6.0604,1,0,0,0,247900
33.73,-117.82,27,1270,258,809,264,5.0162,0,0,0,0,223000
36.34,-119.29,10,1832,455,1664,429,2.0227,1,0,0,0,53300
33.64,-117.62,2,7826,893,2985,790,10.1531,0,0,0,0,484100
37.43,-119.98,12,2776,592,1236,489,2.5551,1,0,0,0,105000
33.96,-118.18,20,427,118,402,105,1.4167,0,0,0,0,137500
38.57,-121.31,22,1229,253,733,250,2.5,1,0,0,0,101600
37.76,-122.42,52,4001,1084,2129,1037,3.5052,0,0,1,0,391200
36.73,-119.69,30,2437,349,1005,380,7.2211,1,0,0,0,171700
34.14,-118.27,10,1060,332,1025,288,3.0074,0,0,0,0,175000
34.19,-118.15,48,1854,360,1126,382,3.2216,0,0,0,0,161600
34.02,-118.21,45,792,203,872,188,2.6875,0,0,0,0,129700
36.77,-119.79,30,1610,410,1000,397,2.0357,1,0,0,0,60200
33.43,-117.61,33,1150,383,604,317,2.3545,0,0,0,1,187500
34.23,-118.43,35,1225,228,720,231,3.4013,0,0,0,0,176500
33.65,-117.63,10,3580,491,1688,467,7.7814,0,0,0,0,288700
33.66,-117.67,4,10175,2181,4762,1929,4.7341,0,0,0,0,237400
34.47,-120.05,21,1241,248,746,211,3.8056,0,0,0,1,425000
34.19,-118.39,23,1875,710,2555,657,2.0968,0,0,0,0,162500
34.08,-118.29,23,1864,937,2795,858,1.8495,0,0,0,0,212500
37.97,-120.3,17,3243,619,1408,566,2.474,1,0,0,0,120100
32.75,-117.12,13,2795,773,1869,690,2.1767,0,0,0,1,101800
37.95,-122.32,37,1887,353,895,359,4.45,0,0,1,0,196600
33.8,-118.13,41,1509,325,821,314,4.0893,0,0,0,0,223000
38.01,-121.93,9,2294,389,1142,365,5.3363,1,0,0,0,160800
37.68,-122.49,35,2405,461,1583,471,5.0659,0,0,0,1,238000
34.3,-118.46,32,2424,476,2291,419,4.0337,0,0,0,0,158500
38.63,-121.42,42,2217,536,1203,507,1.9412,1,0,0,0,73100
37.47,-122.21,26,1777,555,1966,497,3.0472,0,0,0,1,211000
34.12,-117.65,27,2298,340,1071,369,6.5587,1,0,0,0,239000
34.07,-118.28,41,1072,331,1111,314,1.9233,0,0,0,0,207100
33.75,-117.87,26,411,114,448,95,1.7019,0,0,0,0,350000
36.71,-119.56,37,1609,374,1173,344,2.181,1,0,0,0,59900
36.34,-119.65,47,1869,357,832,315,3.0846,1,0,0,0,76100
38,-122.05,36,2476,472,1213,393,3.7333,0,0,1,0,136400
38,-120.39,33,2177,404,891,383,3.212,1,0,0,0,105200
33.88,-118.14,41,1531,343,1119,341,4.3646,0,0,0,0,161400
38.59,-121.39,33,2091,468,1053,470,2.2264,1,0,0,0,108100
34.08,-117.89,25,2115,489,1107,477,3.1949,0,0,0,0,207400
32.98,-115.55,24,2565,530,1447,473,3.2593,1,0,0,0,80800
33.66,-117.84,5,1688,430,857,402,3.7857,0,0,0,0,231600
37.74,-122.42,52,1674,346,734,335,3.8864,0,0,1,0,281300
33.99,-118.07,35,1625,302,1134,288,4.5595,0,0,0,0,164900
37.96,-122.35,34,1428,335,1272,319,2.5461,0,0,1,0,93900
32.79,-117.24,20,961,278,525,254,3.1838,0,0,0,1,245800
36.75,-119.76,35,2347,526,1676,481,1.6548,1,0,0,0,49400
34.06,-117.33,36,755,157,625,152,2.0242,1,0,0,0,65000
36.83,-119.79,15,3356,694,1232,627,2.2215,1,0,0,0,72200
33.03,-117.27,16,2240,443,1104,416,3.5313,0,0,0,1,148700
37.32,-120.48,13,3641,897,1737,788,2.1418,1,0,0,0,130600
33.55,-117.79,39,5066,1292,1915,1117,3.821,0,0,0,0,452100
33.22,-117.24,20,1962,334,1173,349,4.1316,0,0,0,0,162500
37.02,-121.59,14,6355,1279,3704,1224,4.4233,1,0,0,0,228600
38.36,-120.69,19,3267,614,1252,566,2.7236,1,0,0,0,109900
33.97,-118.36,18,1284,283,990,289,4.0179,0,0,0,0,195800
34.13,-117.92,42,1762,398,1526,365,2.8643,1,0,0,0,132600
37.61,-120.97,16,1326,375,884,375,1.871,1,0,0,0,103900
